Handle,Title,Family,Type,Metal,Colors,Family partner?,Picks
omnia-maysun-white-gold-plated-full-set-in-925-silver-high-quality-simulated-diamonds,Omnia Maysun White Gold Plated Full Set In 925 Silver High Quality Simulated Diamonds,maysun,set,white,clear,yes,Omnia Maysun Yellow Ring In 92.5 Silver High Quality Simulated Diamonds (21260*) | Maysun White Gold-Plated Ring in 925 Silver with Premium Simulated Diamonds (17260*) | Omnia Maysun Baby Blue Oval Ring in 925 Silver with Simulated Diamonds (17260*) | Omnia Maysun Pink Oval Ring in 92.5 Silver with High Quality Simulated Diamonds (17260*)
omnia-rafif-golden-necklace-in-925-silver-high-quality-lab-crafted-stones,Omnia Rafif Golden Necklace In 925 Silver High Quality Lab Crafted Stones,rafif,necklace,white,-,no,Abir Blue Drop Earrings with Premium Simulated Diamonds in 925 Sterling Silver (2300) | Ameliora Emerald Cut Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (2240) | Abla Blue Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (2200) | Aya Shine Dragon Design Multicolor Bangle in 925 Silver with High-Quality Simulated Diamonds (2160)
omnia-buthaina-purple-bridal-full-set-high-quality-simulated-diamonds,Omnia Buthaina Purple Bridal Full Set High Quality Simulated Diamonds,buthaina,set,!! NONE,clear purple,no,Omnia Faryal Oval Purple Stone Ring in 92.5 Silver with High Quality Simulated Diamonds (7520) | Omnia Maliya Purple Ring in 92.5 Silver High Quality Simulated Diamonds (7520) | Omnia Raeya Purple Silver Ring in 925 Silver with High Quality Simulated Diamonds (7520) | Abla Blue Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (7260)
omnia-buthaina-blue-bridal-full-set-high-quality-simulated-diamonds,Omnia Buthaina Blue Bridal Full Set High Quality Simulated Diamonds,buthaina,set,!! NONE,blue clear,no,Abla Blue Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (7520) | Isabell Blue and White Pear Cut Ring in 925 Silver With High Quality Simulated Diamonds (7520) | Maysun Baby Blue Gold-Plated Ring in 925 Silver with Premium Simulated Diamonds (7520) | Omnia Aleyna Royal Blue Stone Silver RIng in 925 Silver with High Quality Simulated Diamonds (7520)
omnia-nayeli-floral-halo-ring-with-ruby-red-simulated-diamonds-in-925-silver,Omnia Nayeli Floral Halo Ring with Ruby Red Simulated Diamonds in 925 Silver,nayeli,ring,white,clear red,yes,Omnia Nayeli Floral Halo Earrings with Ruby Red Simulated Diamonds in 925 Silver (15800*) | Alodia Ruby Red Necklace with Certified Premium Simulated Diamonds in 925 Sterling Silver (3660) | Ayeisa Woven Red Leather Bracelet with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3560) | Isalyn Ruby Red Bangle with High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3540)
safiyah-yellow-rose-stud-earrings-925-sterling-silver-premium-brilliant-cut-simulated-diamonds,Safiyah Yellow Rose Stud Earrings 925 Sterling Silver | Premium Brilliant-Cut Simulated Diamonds,safiyah,earrings,white,clear yellow,no,Alara Yellow Butterfly Pendant Necklace in 925 Silver With High Quality Simulated Diamonds (3540) | Omnia Asiya Yellow Bracelet In 925 Silver High Quality Simulated diamonds (3500) | Isabell Yellow and White Pear Cut Ring in 925 Silver With High Quality Simulated Diamonds (3460) | Kaylie Yellow Tiger Brooch With High Quality Simulated Diamonds in 925 Silver (3320)
safiyah-pink-rose-stud-earrings-925-sterling-silver-premium-brilliant-cut-simulated-diamonds,Safiyah Pink Rose Stud Earrings 925 Sterling Silver | Premium Brilliant-Cut Simulated Diamonds,safiyah,earrings,white,clear pink,no,Omnia Asiya Pink Necklace 92.5 Silver In High Quality Simulated diamonds (3600) | Eleniya Pearl and Pink Diamond Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3560) | Annie Pink Ring with Certified Premium Simulated Diamonds in 925 Sterling Silver (3520) | Kareenah Pink Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3480)
safiyah-green-rose-stud-earrings-925-sterling-silver-premium-brilliant-cut-simulated-diamonds,Safiyah Green Rose Stud Earrings 925 Sterling Silver | Premium Brilliant-Cut Simulated Diamonds,safiyah,earrings,white,clear green,no,Aretha Green Necklace with Certified Premium Simulated Diamonds in 925 Sterling Silver (3600) | Omnia Maysun Bracelet In 925 Silver High Quality Green Simulated Diamonds (3560) | Adesina Green Ring with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3520) | Nymeria Emerald Green Brooch with High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3380)
safiyah-blue-rose-stud-earrings-925-sterling-silver-premium-brilliant-cut-simulated-diamonds,Safiyah Blue Rose Stud Earrings 925 Sterling Silver | Premium Brilliant-Cut Simulated Diamonds,safiyah,earrings,white,blue clear,no,Alani Baby Blue Necklace with Certified Premium Simulated Diamonds in 925 Sterling Silver (3600) | Omnia Louise Blue Bracelet In 92.5 Silver High Quality Simulated Diamonds (3560) | Abla Blue Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (3520) | Alani Baby Blue Brooch with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3380)
safiyah-ruby-red-rose-stud-earrings-925-sterling-silver-premium-brilliant-cut-simulated-diamonds,Safiyah Ruby Red Rose Stud Earrings 925 Sterling Silver | Premium Brilliant-Cut Simulated Diamonds,safiyah,earrings,white,clear red,no,Alodia Ruby Red Necklace with Certified Premium Simulated Diamonds in 925 Sterling Silver (3660) | Omnia Nayeli Floral Halo Ring with Ruby Red Simulated Diamonds in 925 Silver (3580) | Ayeisa Woven Red Leather Bracelet with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3560) | Isalyn Ruby Red Bangle with High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3540)
safiyah-purple-rose-stud-earrings-925-sterling-silver-premium-brilliant-cut-simulated-diamonds,Safiyah Purple Rose Stud Earrings 925 Sterling Silver | Premium Brilliant-Cut Simulated Diamonds,safiyah,earrings,white,clear purple,no,Omnia Faryal Oval Purple Pendant Necklace in 92.5 Silver with High Quality Simulated Diamonds (3600) | Omnia Faryal Oval Purple Stone Ring in 92.5 Silver with High Quality Simulated Diamonds (3520) | Omnia Zenah Purple Bangle With High Quality Simulated Diamonds in 925 Silver (3480) | Omnia Sia Pink Coral Floral Brooch in 925 Silver High Quality Purple and White Simulated Diamonds (3380)
safiyah-white-rose-stud-earrings-925-sterling-silver-premium-brilliant-cut-simulated-diamonds,Safiyah White Rose Stud Earrings 925 Sterling Silver | Premium Brilliant-Cut Simulated Diamonds,safiyah,earrings,white,clear white,no,Adah Round White Pendant Necklace With High Quality Simulated Diamonds in 925 Silver (3540) | Omnia Anisa White Bracelet in 925 Silver with High Quality Simulated Diamonds (3500) | Amor White Cushion Cut Ring in 925 Silver With High Quality Simulated Diamonds (3460) | Kareenah White Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3420)
adaraah-gold-plated-statement-clip-earrings-925-sterling-silver-premium-brilliant-cut-simulated-diamonds,Adaraah Gold-Plated Statement Clip Earrings 925 Sterling Silver | Premium Brilliant-Cut Simulated Diamonds,adaraah,earrings,gold,clear,no,Amiyah Gold-Plated Necklace with Certified Premium Simulated Diamonds in 925 Sterling Silver (3340) | Arwenna Gold-Plated Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3300) | Angie Gold-Plated Ring with Certified Premium Simulated Diamonds in 925 Sterling Silver (3260) | Omnia Areej Gold-Plated Copper Bangle with High-Quality Simulated Diamonds (3220)
janna-rose-gold-ring-in-925-silver-with-premium-simulated-diamonds,Janna Rose Gold Ring in 925 Silver with Premium Simulated Diamonds,janna,ring,rose,clear,no,Agatha Rose Gold Premium Rhodium-Plated Alloy Earrings with High-Quality Simulated Diamonds (3360) | Agatha Rose Gold Premium Rhodium-Plated Alloy Necklace with High-Quality Simulated Diamonds (3340) | Karah Rose Gold Bracelet with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3300) | Althea Rose Gold Premium Rhodium-Plated Alloy Bangle with High-Quality Simulated Diamonds (3220)
atiya-multicolor-floral-clip-earrings-925-sterling-silver-premium-multi-tone-simulated-diamonds,Atiya Multicolor Floral Clip Earrings 925 Sterling Silver | Premium Multi-Tone Simulated Diamonds,atiya,earrings,white,clear multi,no,"Omnia Saleen Multi-Colored Tennis Necklace 2.5mm in 92.5 Silver with High-Quality Simulated Diamonds (3600) | Angela Multicolor Bracelet in 925 Silver with Premium Simulated Diamonds (3560) | Azelene Royal Marquise Cut Ring with Simulated Diamonds, Multi-Color Crystals, and Certificate in 925 Sterling Silver (3520) | Aya Shine Dragon Design Multicolor Bangle in 925 Silver with High-Quality Simulated Diamonds (3480)"
khalisa-hummingbird-floral-garden-stud-earrings-in-925-silver-with-simulated-diamonds,Khalisa Hummingbird & Floral Garden Stud Earrings in 925 Silver with Simulated Diamonds,khalisa,earrings,white,clear,no,Gwen Floral Red and White Pendant Necklace With High Quality Simulated Diamonds in 925 Silver (3400) | Eunice Floral Bracelet with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3360) | Abla Blue Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (3320) | Aya Shine Dragon Design Multicolor Bangle in 925 Silver with High-Quality Simulated Diamonds (3220)
blair-blue-luxury-bridal-full-set-in-high-quality-simulated-diamonds,Blair Blue Luxury Bridal Full Set in High Quality Simulated Diamonds,blair,set,!! NONE,blue clear,no,Abla Blue Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (7520) | Isabell Blue and White Pear Cut Ring in 925 Silver With High Quality Simulated Diamonds (7520) | Maysun Baby Blue Gold-Plated Ring in 925 Silver with Premium Simulated Diamonds (7520) | Omnia Aleyna Royal Blue Stone Silver RIng in 925 Silver with High Quality Simulated Diamonds (7520)
nareen-purple-luxury-bridal-full-set-in-high-quality-zircon-stone-rhodium-plated,Nareen Purple Luxury Bridal Full Set in High Quality Zircon Stone Rhodium Plated,nareen,set,white,clear purple,no,Omnia Faryal Oval Purple Stone Ring in 92.5 Silver with High Quality Simulated Diamonds (9460) | Omnia Maliya Purple Ring in 92.5 Silver High Quality Simulated Diamonds (9460) | Omnia Raeya Purple Silver Ring in 925 Silver with High Quality Simulated Diamonds (9460) | Omnia Amalya Flower Purple Gold Ring In 925 Silver High Quality Certified Lab Crafted Stones (9260)
suhana-yellow-bridal-full-set-in-high-quality-simulated-diamonds,Suhana Yellow Bridal Full Set in High Quality Simulated Diamonds,suhana,set,!! NONE,clear yellow,no,Isabell Yellow and White Pear Cut Ring in 925 Silver With High Quality Simulated Diamonds (7460) | Kiana Yellow Flower Design Ring With High Quality Simulated Diamonds in 925 Silver (7460) | Lorena Yellow and White Ring in 925 Silver With High Quality Simulated Diamonds (7460) | Martina Yellow Ring with Certified Premium Simulated Diamonds in 925 Sterling Silver (7460)
lilian-red-bridal-full-set-in-high-quality-simulated-diamonds-rhodium-plated,Lilian Red Bridal Full Set in High Quality Simulated Diamonds Rhodium Plated,lilian,set,white,clear red,no,Abla Red Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (9520) | Catriona Red Ring with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (9520) | Malaika Imperial Red Gemstone Ring with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (9520) | Omnia Aleyna Red Stone Silver Ring in 925 Silver with High Quality Simulated Diamonds (9520)
omnia-fida-white-luxury-bridal-full-set-white-high-quality-simulated-diamonds-rhodium-plated,Omnia Fida White Luxury Bridal Full Set White High-Quality Simulated Diamonds Rhodium Plated,fida,set,white,clear white,no,Amor White Cushion Cut Ring in 925 Silver With High Quality Simulated Diamonds (9460) | Aryana White Emerald Cut Ring in 925 Silver With High Quality Simulated Diamonds (9460) | Cheska White Pear-Cut Halo Ring in 925 Silver with Premium Simulated Diamonds (9460) | Glaiza White Ring in 925 Silver with Premium Simulated Diamonds (9460)
omnia-layan-white-bridal-full-set-in-high-quality-zircon-stone-rhodium-plated,Omnia Layan White Bridal Full Set in High-Quality Zircon Stone Rhodium Plated,layan,set,white,clear white,yes,Omnia Layan Butterfly Pendant Necklace with Emerald Stone in 92.5 Silver High Quality Simulated Diamonds (11280*) | Amor White Cushion Cut Ring in 925 Silver With High Quality Simulated Diamonds (9400) | Aryana White Emerald Cut Ring in 925 Silver With High Quality Simulated Diamonds (9400) | Azmira Royal Design Marquise Cut White Moissanite Stone Ring With GRA Certified High Quality in 925 Silver 6x12mm 2Ct (9400)
omnia-blair-red-bridal-full-set-high-quality-simulated-diamonds,Omnia Blair Red Bridal Full Set High Quality Simulated Diamonds,blair,set,!! NONE,clear red,no,Abla Red Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (7520) | Catriona Red Ring with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (7520) | Malaika Imperial Red Gemstone Ring with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (7520) | Omnia Aleyna Red Stone Silver Ring in 925 Silver with High Quality Simulated Diamonds (7520)
omnia-infinity-chains-bridal-full-set-with-high-quality-simulated-diamonds-rhodium-plated,Omnia Infinity Chains Bridal Full Set with High-Quality Simulated Diamonds Rhodium Plated,high,set,white,clear,yes,Omnia Aqua Flower Stud Earrings In 925 Silver with High Quality Simulated Diamonds (11360*) | Omnia Pearl Butterfly Earrings in 92.5 Silver with High Quality Simulated Diamonds (11360*) | Omnia Rose White Drop Earrings in 925 Silver with High Quality Simulated Diamonds (11360*) | Heart Red Necklace 925 Silver In High Quality Simulated diamonds (11340*)
omnia-elizabeth-maroon-white-luxury-full-jewelry-set,Omnia Elizabeth Maroon & White Luxury Full Jewelry Set,elizabeth,set,!! NONE,red white,no,Lorraine White Leaf-Inspired Ring in 925 Silver with Premium Simulated Diamonds (7400) | Omnia Leona White Mabel Pearl Classic Ring with Textured Beaded Frame in Brass with Gold Plated Finish (7400) | Abla Red Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (7200) | Amor White Cushion Cut Ring in 925 Silver With High Quality Simulated Diamonds (7200)
omnia-lamara-floral-inspired-necklace-41cm-in-92-5-silver-with-high-quality-iced-cut-stones,Omnia Lamara Floral-Inspired Necklace 41cm in 92.5 Silver with High Quality Iced Cut Stones,lamara,necklace,white,red,yes,Omnia Lamara Floral-Inspired Ring in 92.5 Silver with High Quality Iced Cut Stones (15260*) | Lamara Floral-Inspired Earrings in 925 Silver with Premium Iced Cut Stones (11360*) | Ayeisa Woven Red Leather Bracelet with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3240) | Isalyn Ruby Red Bangle with High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3160)
omnia-charlene-white-luxury-bridal-full-set-with-radiant-and-pear-cut-high-quality-iced-cut-stones-rhodium-plated,Omnia Charlene White Luxury Bridal Full Set with Radiant and Pear-Cut High-Quality Iced Cut Stones Rhodium Plated,charlene,set,white,white,no,Amor White Cushion Cut Ring in 925 Silver With High Quality Simulated Diamonds (9200) | Aryana White Emerald Cut Ring in 925 Silver With High Quality Simulated Diamonds (9200) | Azmira Royal Design Marquise Cut White Moissanite Stone Ring With GRA Certified High Quality in 925 Silver 6x12mm 2Ct (9200) | Calista Star White Moissanite Stone Ring With GRA Certified High Quality in 925 Silver (9200)
omnia-charlene-yellow-bridal-full-set-in-high-quality-simulated-diamonds-with-emerald-and-marquise-cut-stones-rhodium-plated,"Omnia Charlene Yellow Bridal Full Set in High Quality Simulated Diamonds with Emerald and Marquise Cut Stones, Rhodium Plated",charlene,set,white,clear green yellow,no,Aryana White Emerald Cut Ring in 925 Silver With High Quality Simulated Diamonds (9520) | Omnia Damiyah Emerald Green Floral Silver Ring in 925 Silver with High Quality Simulated Diamonds (9520) | Adesina Green Ring with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (9460) | Destiny Green Ring with Certified Premium Simulated Diamonds in 925 Sterling Silver (9460)
